username,twhandle,postdate,content,responding,reply,retweet,like
adem-i hürmet,@ademiHurmet,2021-06-26T18:14:14.000Z,"Avrupalılar, sizin bugün karşı çıktığınız, oto yolları, Gemilerin yürüdüğü Kanalları, Sünni deniz ve gölleri 300 yıl önce yapmış. 
#ödemeyeceğiz  diyen zihniyet 300 yıl geriden geliyor
#matematik",,,,,"['ödemeyeceğiz', 'matematik']"
Türkiye'ye Sahip Çıkalım,@ulkemesahipcik,2021-06-26T18:13:52.000Z,"Ne kadar sallarsan salla bu sınavda kalacan sonunda asdjfkf
#yks2021 #tyt2021 #kolaydı #matematik",,,,9,"['yks2021', 'tyt2021', 'kolaydı', 'matematik']"
ℓσ вαуzє,@loBAYZE,2021-06-26T18:13:46.000Z,Türkiye de #matematik,,,,8,['matematik']
Hasan Evren,@HasanEv98705064,2021-06-26T18:13:43.000Z,Ilacsiz gübresiz nar var yarı yarıya kar var. Kola yerine nar su. Ya ben anlatamiyom  yada  #matematik,,,,1,['matematik']
KAPTAN NANDO,@KAPTANNANDO,2021-06-26T18:13:20.000Z,#tyt2021 #matematik #izmir,"Quote Tweet
KAPTAN NANDO
@KAPTANNANDO
 · Jun 26
Italya Avusturya Maci Kac Kac Biter ??
Show this poll",1,,,"['tyt2021', 'matematik', 'izmir']"
Yunus Dişlioğlu,@King_Of_Leqend,2021-06-26T18:13:10.000Z,"Tyt bu sonuçları etkiler. Az kıyak geçseler bi bu kadar daha bizleler. Özellikle bu ülke murat/mert kardeşimizin fahrenayt dramını unutamıyacak. 

#tyt2021 #yks2021 #ÖSYM #matematik",,,,1,"['tyt2021', 'yks2021', 'ÖSYM', 'matematik']"
Saliüşavir,@smmminyonhatun,2021-06-26T18:11:45.000Z,"Replying to 
@AtarliBusra",Geçmemiş geçirmiş #matematik,,,,[]
Halis,@halisc58,2021-06-26T18:11:36.000Z,Yarınki sınav için moral motivasyon olsun inşallah hadi hayırlısı #yks2021 #tyt2021 #ayt2021 #kolaydı #matematik,"0:04
458 views",,,1,"['yks2021', 'tyt2021', 'ayt2021', 'kolaydı', 'matematik']"
Melis,@SadeceMelisa0,2021-06-26T18:11:14.000Z,"#tyt2021 #kolaydı #yks2021 #matematik
Biz köpek gibi çalışalım millet soruları sızdırsın yattığı yerden üni kazansın! Gerçekten sosyalde 13. Soruda toplum sözleşmesi ile ilgili soru vardı..",,3,17,43,"['tyt2021', 'kolaydı', 'yks2021', 'matematik']"
Aslan,@100Aslan,2021-06-26T18:10:44.000Z,"https://edirnehaberi.com/trakya-universitesi-devlet-konservatuvari-onemli-bir-ismi-agirlayacak/5744…
#matematik #kolaydı #izmir #Euro2020: Galler - Danimarka  #Pride2021",,,,,"['matematik', 'kolaydı', 'izmir', 'Euro2020', 'Pride2021']"
kadersiz kader,@kader__yldzzz0,2021-06-26T18:10:40.000Z,Kalemlikten kullandığım tek şeyim peçete olması #yks2021 #tyt2021 #matematik,,,,102,"['yks2021', 'tyt2021', 'matematik']"
Sedat Özer,@sedatozer1903,2021-06-26T18:10:09.000Z,"Bugün ki sınavda Öğrenci kardeşlerimizin ailelerin streslerini bir nebze azaltmak adına Gemlik Belediyesi  olarak standlarımızı kurarak yardımcı olduk. 
@gemlikbld
 @ugursertaslan
          #tyt2021 #kolaydı #matematik",,,,7,"['tyt2021', 'kolaydı', 'matematik']"
Gonca Ertuğrul,@yelkovan_gonca,2021-06-26T18:09:56.000Z,İyi anladık evleniyosunuz mutlusunuz daaa kornayla beynimizi delmek de ne!!!! #cumartesi #kolaydı #matematik #yks2021,,1,1,24,"['cumartesi', 'kolaydı', 'matematik', 'yks2021']"
Bayram Turgut,@BayramT61962885,2021-06-26T18:09:46.000Z,Herkes #matematik zor diyor ve benim de en çok yaptığım testin matamatik olması dışında bir sorun yok #yks2021 #tyt2021,,,,2,"['matematik', 'yks2021', 'tyt2021']"
Bektaş HANCERLI,@BektasHancerli,2021-06-26T18:09:00.000Z,Takip atinda #matematik hakkinda konusalim,,,,4,['matematik']
Hogır Urtekin,@r_urtekin,2021-06-26T18:08:41.000Z,#matematik çözerken ben,,,1,5,['matematik']
Aslan,@100Aslan,2021-06-26T18:08:15.000Z,"https://edirnehaberi.com/edirne-buyuksehir-belediyesi-iyi-tarim-uygulamasini-yerinde-incelediler/5747…
#matematik #kolaydı #Euro2020: Galler - Danimarka  #izmir #Pride2021",,,,,"['matematik', 'kolaydı', 'Euro2020', 'izmir', 'Pride2021']"
Aslan,@100Aslan,2021-06-26T18:05:35.000Z,"https://edirnehaberi.com/trakya-universitesi-kktc-basbakani-ersan-saner-mezun-oldugu-trakya-unversitesini-agirladi/5750…
#matematik #Euro2020: Galler - Danimarka  #kolaydı #izmir #Pride2021",,,,,"['matematik', 'Euro2020', 'kolaydı', 'izmir', 'Pride2021']"
Emre Han Alkan,@EmreHanAlkan2,2021-06-26T18:05:24.000Z,#matematik #tyt2021 oğlum dalga geçiyorsunuz değil mi harbiden yapamadınız?,,,,,"['matematik', 'tyt2021']"
ConyBi,@Conybi,2021-06-26T18:04:39.000Z,#tyt2021 #yks2021 #matematik #faruk #KuetahyaPorselen vazosu ünlü olan ilimiz neresidir? Kütahya. Peki Kütahya'nın plakası kaçtır? 43. Yani cevap 43. Bu kadar basit soruyu nasıl yapamadınız?,,,,4,"['tyt2021', 'yks2021', 'matematik', 'faruk', 'KuetahyaPorselen']"
SUDE NAZ,@sudeneznaz,2021-06-26T18:04:11.000Z,"Hayatımızı bitirdiniz
#matematik",,,,,['matematik']
Akıl Tozu,@akil_tozu,2021-06-26T18:04:11.000Z,"Ezberci, düşünceyi körleştiren, yetenekleri kısırlaştıran eğitim sistemimi felaket sonuçlar getirir.

#yks2021 #tyt2021 #ayt2021 #matematik","0:01
105.9K views",14,460,2.6K,"['yks2021', 'tyt2021', 'ayt2021', 'matematik']"
Taşkafoli,@taskafacanan,2021-06-26T18:03:26.000Z,"Matematiği bütün sınavlarda daha da zor hale getirerek çocuklara ve gençlere ümitsizlik aşılayıp, onları ön yargili olmaya sevk ediyorlar.. hele ki şu zamanlarda biraz kolaylık sağlamak onların geleceğe daha umutlu bakmasına yardımcı olabilirdi. #matematik",,1,1,11,['matematik']
Asena,@kayisicicegi_44,2021-06-26T18:03:04.000Z,Kanayan yara #matematik,,,,3,['matematik']
Aysun fidan,@Aysunfi40033734,2021-06-26T18:02:59.000Z,#ÖzlemTekin #izmir #kolaydı #pride2021 #matematik #tyt2021 #Danimarka #ödemeyeceğiz #kendinden39 #Türkçe #BingölYanıyor #Faruk #GençlereBüyükTuzak #ÖzürDileKılıçdaroğlu #tele1TV #AlperYılmaz,"Quote Tweet
Aysun fidan
@Aysunfi40033734
 · Jun 26
Acil mama desteği şuan kumbaramda ki bakiye 15 kg mamayi karşılamadığı icin teslim edilemiyor 10 kisi bir kahve parasini bağışlarsa 15 kg mamamiz tamamlanacak arkadaşlar 
Show this thread",1,1,4,"['ÖzlemTekin', 'izmir', 'kolaydı', 'pride2021', 'matematik', 'tyt2021', 'Danimarka', 'ödemeyeceğiz', 'kendinden39', 'Türkçe', 'BingölYanıyor', 'Faruk', 'GençlereBüyükTuzak', 'ÖzürDileKılıçdaroğlu', 'tele1TV', 'AlperYılmaz']"
Aslan,@100Aslan,2021-06-26T18:02:51.000Z,"https://edirnehaberi.com/trakya-universitesi-kktc-cumhurbaskani-ersin-tatar-rektoru-prof-dr-erhan-tabakoglu-ve-beraberindeki-heyeti-kabul-etti/5753…
#matematik #kolaydı #izmir #Pride2021 #tyt2021","TRAKYA ÜNİVERSİTESİ: KKTC CUMHURBAŞKANI ERSİN TATAR, REKTÖRÜ PROF. DR. ERHAN TABAKOĞLU VE BERABER...
KKTC CUMHURBAŞKANI ERSİN TATAR, TRAKYA ÜNİVERSİTESİ REKTÖRÜ PROF. DR. ERHAN TABAKOĞLU VE BERABERİNDEKİ HEYETİ KABUL ETTİ
edirnehaberi.com",,,,"['matematik', 'kolaydı', 'izmir', 'Pride2021', 'tyt2021']"
Özkan Tekin,@zkan21149449,2021-06-26T18:02:16.000Z,"#matematik #yks2021 #tyt2021 #kolaydı
Beyin Bedava :)",,,,3,"['matematik', 'yks2021', 'tyt2021', 'kolaydı']"
Resul boz,@Namaless181,2021-06-26T17:59:13.000Z,"Sınıfta: 1 + 1 = 2. Evde: 1 + 2 + 1 = 4. Sınav: Pablo 4 üzüm aldı, birini yedi, diğerini Pedro'ya verdi, Güneş'in kütlesini hesaplayın  #matematik",,,,2,['matematik']
Aslan,@100Aslan,2021-06-26T17:59:03.000Z,"https://edirnehaberi.com/trakya-universitesi-kapilarini-kuzey-kibris-turk-cumhuriyeti-uyruklu-ogrencilere-aciyor/5756…
#matematik #kolaydı #Pride2021 #izmir #tyt2021","TRAKYA ÜNİVERSİTESİ: KAPILARINI, KUZEY KIBRIS TÜRK CUMHURİYETİ UYRUKLU ÖĞRENCİLERE AÇIYOR…
TRAKYA ÜNİVERSİTESİ KAPILARINI, KUZEY KIBRIS TÜRK CUMHURİYETİ UYRUKLU ÖĞRENCİLERE AÇIYOR…
edirnehaberi.com",,,,"['matematik', 'kolaydı', 'Pride2021', 'izmir', 'tyt2021']"
Halil ALBAYRAK,@HalilALBYRK1905,2021-06-26T17:58:53.000Z,"Kendisinden 39 kat büyük vazonun yaşını araştıran faruk'u tarihi eser kaçakçılığından içeri alabilir miyiz lütfen #matematik
@mslmalbyrk
 :)",,,,10,['matematik']
İbrahim Türk,@brahimT22159092,2021-06-26T17:58:45.000Z,"#kolaydı  #pride2021 için toplanıp yürüyüş yapmak...
Atatürk un partisi
 LGBT yı gururla  destekliyorsa 
CHP de #matematik şaştı..
Bunlara ibnelik bulaştı
Sonra biz neden iktidar olamıyoruz
Allahın Lanetledıgını destekledıgınızden dolayı iyi bir beddua aldınız...",,,,1,"['kolaydı', 'pride2021', 'matematik']"
JOKER,@JOKER48758870,2021-06-26T17:58:05.000Z,"izmir şirinyer taksici göksel/fatma yakar eşyalarımı çaldılar
Her şeyi geri istiyorum
@TCYargitay
 @TC_icisleri
 @izmirbarosu
@HAlternatif
 @yazparov
 @BucaBld
bana yaşattıklarınız için #özürvedüzeltme iyi olur
Özlem Tekin 
 #izmir #Pride2021 #matematik #kolaydı",,,1,1,"['özürvedüzeltme', 'izmir', 'Pride2021', 'matematik', 'kolaydı']"
Genelliklenormal,@Genelliklenorm1,2021-06-26T17:57:55.000Z,Ülkemizde eğitim sisteminde çığır açıldı. Pek yakında kilo ile beyin...#matematik,,,,,['matematik']
Hasan Evren,@HasanEv98705064,2021-06-26T17:57:54.000Z,"Ilacsiz gübresiz nar var yari yariya kar var.
Kola yerine nar suyu içelim daglikli yasayalim
Bu sınavlara torunlarinzda girsin istiyorsan projeme sahip çık destek ol. #matematik",,,,,['matematik']
MUSTAFA,@Mustoww_,2021-06-26T17:57:52.000Z,LÜTFEN HAYATİMDAN SİKTİR OLUP GİDERMİSİN! #matematik,,,,21,['matematik']
Halkin Sesi,@HalkinS31799972,2021-06-26T17:57:40.000Z,"NEDEN ÇİFTÇİMİZDEN DEĞİL DE YABANCIDAN? #TMO, #hazine garantili 270 dolardan yani yaklaşık 2400 TL/Ton’dan 320 bin ton arpa ithal edecek. #kolaydı #tyt2021 #matematik #Pride2021 #pride #izmir #kendinden39 #oesym2021 #osmanbuyuksen #mertmüldür #umutmeraş #oedemeyeceğiz #Tuerkce",,,,1,"['TMO', 'hazine', 'kolaydı', 'tyt2021', 'matematik', 'Pride2021', 'pride', 'izmir', 'kendinden39', 'oesym2021', 'osmanbuyuksen', 'mertmüldür', 'umutmeraş', 'oedemeyeceğiz', 'Tuerkce']"
Gökyüzü beyi,@Gkyzbey91275155,2021-06-26T17:57:40.000Z,"Sınavdan sonra ben 
#yks2021 #tyt2021 #matematik",,,,1,"['yks2021', 'tyt2021', 'matematik']"
Aslı,@comlekasli,2021-06-26T17:56:15.000Z,Tyt sorularının cevapları internete düşmüştür   #tyt2021 #2022tayfa #matematik,"Quote Tweet
yasinerdoqan
@20numaraliAlex
 · Jun 26
Cevaplar internete düşmüş. Kontrol edelim dedik;
#yks2021 #tyt2021 #yks2022",,1,5,"['tyt2021', '2022tayfa', 'matematik']"
Bahar,@Bahar1kadin,2021-06-26T17:56:07.000Z,#matematik el falı bakan matematikçinin gördüğü el falı  #mizah,,,,6,"['matematik', 'mizah']"
Aslan,@100Aslan,2021-06-26T17:56:01.000Z,"https://edirnehaberi.com/edirne-gsb-spor-okullari-kapilarini-aciyor/5759…
#kolaydı #matematik #izmir #Pride2021 #tyt2021","Edirne GSB Spor Okulları Kapılarını Açıyor.
Edirne GSB Spor Okulları Kapılarını Açıyor.
edirnehaberi.com",,,,"['kolaydı', 'matematik', 'izmir', 'Pride2021', 'tyt2021']"
Talat TOPTAŞ,@tatlici_talat,2021-06-26T17:55:59.000Z,"Sınavı geçmek kolayda....asıl zor olan ondan sonrası.... gençlerin umudunu kırmayın

#matematik
#kolaydı","From 
Talat TOPTAŞ",,4,26,"['matematik', 'kolaydı']"
Matematik Dünyası,@Math_World_,2021-06-26T17:55:47.000Z,"Vay ben #matematik top trend olmuş, sınavdan önce her gün tt olsaydı güzel sorular güzel çözümler havalarda uçuşsaydı belki bugün daha güzel sonuçlar olurdu",,4,3,31,['matematik']
Emr@abak,Emr@abak,2021-06-26T17:55:32.000Z,"5 çikolata 3 ekmek 1 sakız toplam 9,80 tl kardeşim kalan 0,2 ben anlamam #matematik",,1,,5,['matematik']
Sibel Geriç,@sibel_geric,2021-06-26T17:55:05.000Z," en açıklayıcı ve en gerçek
              “ MATEMATİK “
 komünizm günaha sokmaz ,
      oruç bozmaz , yoldaşlarına
        bunu asla yapmaz ..
#BEKLERİZ
 #matematik",,1,1,4,"['BEKLERİZ', 'matematik']"
hande kavaklı,@Hande_kavakli,2021-06-26T17:55:03.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir #kolaydı 
#Pride2021
#tyt2021 Alper Yılmaz
#KanalİstanbulKazananTürkiye
#matematik
#ödemeyeceğiz
Türkçe tele1 TV Söke Söke
Bülent Kılıç 
#ÖğrtErkenSeçimDiyor
#AliKoç Danimarka Kürdistan Urfa mis sokak'ta","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'kolaydı', 'Pride2021', 'tyt2021', 'KanalİstanbulKazananTürkiye', 'matematik', 'ödemeyeceğiz', 'ÖğrtErkenSeçimDiyor', 'AliKoç']"
SemaHatice,@SemaHatice4,2021-06-26T17:54:54.000Z,"#tyt2021
#matematik
Allahın ve Resulünün selam ve bereketi üzerinize olsun.",,,1,4,"['tyt2021', 'matematik']"
Harun Demirel,@harunndemirell,2021-06-26T17:54:27.000Z,#matematik sözelcilerin  matematik ile imtihanı ,,2,2,22,['matematik']
Mehmet SÖZCAN,@MehmetSozcan,2021-06-26T17:49:53.000Z,"#matematik zordu herhalde #kolaydı diyenler burdamı ah beee babasıııı

#tyt2021 
#yks2021",,,2,117,"['matematik', 'kolaydı', 'tyt2021', 'yks2021']"
Aslan,@100Aslan,2021-06-26T17:49:40.000Z,"https://diyarbakirhaberi.com/tuzlada-deprem-riski-tasiyan-binalar-yikiliyor/6660…
#kolaydı #matematik #Pride2021 #izmir #tyt2021","Tuzla’da Deprem Riski Taşıyan Binalar Yıkılıyor - Diyarbakır Haber
TIP KENT SİTESİ’NE İLK KEPÇEYİ DR. ŞADİ YAZICI VURDU Tuzla’da olası İstanbul depremine karşı kentsel dönüşüm çalışmaları hız kesmeden devam ediyor. Tuzla’da oturulmaya elverişli olmayan binaların ve...
diyarbakirhaberi.com",,,,"['kolaydı', 'matematik', 'Pride2021', 'izmir', 'tyt2021']"
Yaren,@UwuYrn,2021-06-26T17:48:06.000Z,"Bana destek olmak ister misiniz? 
 #izmir #kolaydı #tyt2021 #Pride2021 #matematik #MasterChefTürkiye #ÖzürDileKılıçdaroğlu #lubunyasokakta #ekransız1gün #ueeğitimsınavsızüniversite #BingölYanıyor #SokaklarBizim #fırtına #iyiakşamlar #ÖzürDileErdoğan","Quote Tweet
Yaren
@UwuYrn
 · Jun 20
11 ncı sınıfa geçtim bu yıl kendim çalışarak her iki dönemde taktir aldım ortalamam da iyi, ünv. hazırlanmak için dersaneye gitmem lazım ama maddi olarak bu imkansız, onun için online eğitim almak istiyorum bana destek olmak ister misiniz? #babalargunu #LannnBırak #YakısırCokCok",,,1,"['izmir', 'kolaydı', 'tyt2021', 'Pride2021', 'matematik', 'MasterChefTürkiye', 'ÖzürDileKılıçdaroğlu', 'lubunyasokakta', 'ekransız1gün', 'ueeğitimsınavsızüniversite', 'BingölYanıyor', 'SokaklarBizim', 'fırtına', 'iyiakşamlar', 'ÖzürDileErdoğan']"
Panta Rhei,@Panta_3hei,2021-06-26T17:47:47.000Z,#matematik.  ,,,,,['matematik']
Azra Dilay,@AzraDilay2,2021-06-26T17:47:34.000Z,Zor #matematik,,,,1,['matematik']
Atkılı Asker ama Alkolik,@ErenarBayram,2021-06-26T17:47:32.000Z,"Mesele sınavın kolay ve zor olması değil. Mesele eğitim de eşitliğin olmaması, buna rağmen kazanan kişinin okuması için hak etmediği bir maaşla çalışması, okulda prof egosuna ezilmesi, işsiz bir mezun olarak kpss hazırlanması ve yine zordu demesi #tyt2021 #kolaydı #matematik",,,,5,"['tyt2021', 'kolaydı', 'matematik']"
Hüseyin Korkmaz,@HseyinK57219831,2021-06-26T17:47:21.000Z,Bunedir sinav cokmu zordu #matematik,,,,1,['matematik']
.,@adnannziyangil,2021-06-26T17:47:03.000Z,"Lan kimse yapamadiysa bu yapanlar kim, nerdeler #yks2021 #2022tayfa #osym #matematik",,,1,5,"['yks2021', '2022tayfa', 'osym', 'matematik']"
Aslan,@100Aslan,2021-06-26T17:47:00.000Z,"https://diyarbakirhaberi.com/tuzlada-musilaj-temizleme-calismalari-devam-ediyor/6662…
#kolaydı #matematik #izmir #Pride2021 #tyt2021","Tuzla’da Müsilaj Temizleme Çalışmaları Devam Ediyor - Diyarbakır Haber
Marmara Denizi’nde ortaya çıkan müsilaj temizleme çalışmaları devam ediyor. Çevre ve Şehircilik Bakanlığı’nın “Marmara Denizi Eylem Planı” kapsamında başlayan müsilaj temizleme çalışmaları Tuzla’da...
diyarbakirhaberi.com",,,,"['kolaydı', 'matematik', 'izmir', 'Pride2021', 'tyt2021']"
Ramazan96001516,@Ramazan96001516,2021-06-26T17:46:58.000Z,"TEMEL KAVRAMLAR SORU ÇÖZÜMÜ - (Kpss Ortaöğretim Matematik) https://youtu.be/hsWvQKsBTN0 
@YouTube
 aracılığıyla  #kpss2021, #matematik, #temelkavramlar, #ortaöğretimkpss","TEMEL KAVRAMLAR SORU ÇÖZÜMÜ - (Kpss Ortaöğretim Matematik)
kpss matematik soru çözümü,temel kavramlar soru çözümü,kpss2021,kpss ortaöğretim,kpss önlisans,kpss önlisans,kpss önlisans 2022,temel kavramlar matematik kps...
youtube.com",,,1,"['kpss2021', 'matematik', 'temelkavramlar', 'ortaöğretimkpss']"
oylesineinsan,@oylesineinsan2,2021-06-26T17:45:19.000Z,"Ekmek bayiliğini batıracak adamın nerede olduğunu öğrendiniz. Buyurun damadınızı. Şimdi de Sedat Peker'in dediği yerde değil. İhtiyacı var sanki. Adamın bir sürü villası var. Onlardan birinde yaşıyor. Çatır çatır para yiyor.
""Özlem Tekin""
#pride2021 
#izmir 
#matematik 
#tyt2021",,,1,1,"['pride2021', 'izmir', 'matematik', 'tyt2021']"
F. Volkan ALTINBAŞ,@favoal,2021-06-26T17:45:14.000Z,"#tyt2021 #matematik sorularının zorluğunu 10 üzerinden puan veriniz..

(10 çok zor —— 1 çok kolay)","1
6.7%
4
9.6%
7
31.7%
10
52.1%
240 votes
·
Final results",,,1,"['tyt2021', 'matematik']"
Büşra Mavi,@BraMavi15,2021-06-26T17:44:51.000Z,her sene bir soru alınıyor ve titizlikle itin götüne sokuluyor ben bunu anladım #yks2021 #matematik,,1,,,"['yks2021', 'matematik']"
nevzat uzun,@nevzatuzunlar,2021-06-26T17:43:49.000Z,Sınavı kötü geçen kardeşlerm canını sıkmasın bu ülkenin alın teriyle çalışıp para kazanacak işçilere de ihtiyacı var herkes doktor mühendis olacak diye kaide yok #matematik,,,,,['matematik']
Ata'can,@cihat_atacan,2021-06-26T17:43:34.000Z,"#matematik
Matematik
Sınav
Tarih",,,,,['matematik']
Nurselin Yılmaz,@LmazNurselin,2021-06-26T17:43:25.000Z,"Mileeti iki günde bir üç günde bir diye bölen patronu kim atadı?
#matematik",,,,9,['matematik']
Ramazan Acar,@ACAR16RAMAZAN,2021-06-26T17:42:21.000Z,"#LGS'de olduğu gibi #TYT sınavında da matematikten bu kadar çok zor sorular sorulmasının hikmeti nedir?

#Matematik korkusunu arttıran ve gençlerimizi karamsarlığa iten bir yaklaşım var.

Gerçekten bilinçli olarak zor sorulduğunu düşünüyorum. 
@OSYMbaskanligi
 @tcmeb",,3,7,50,"['LGS', 'TYT', 'Matematik']"
Aslan,@100Aslan,2021-06-26T17:41:47.000Z,"https://diyarbakirhaberi.com/diyarbakir-buyuksehir-belediyesi-diyarbakirda-yksye-girecek-ogrenci-ve-velilerine-ucretsiz-ulasim/6664…
#kolaydı #matematik #izmir #Pride2021 #tyt2021","Diyarbakır Büyükşehir Belediyesi: Diyarbakır’da YKS’ye girecek öğrenci ve velilerine ücretsiz ulaşım
Diyarbakır Büyükşehir Belediyesi: Diyarbakır’da YKS’ye girecek öğrenci ve velilerine ücretsiz ulaşım
diyarbakirhaberi.com",,,,"['kolaydı', 'matematik', 'izmir', 'Pride2021', 'tyt2021']"
LİBRA,@Libraismail,2021-06-26T17:41:22.000Z,"Türkçeyi yapmaya çalıışanlar matematiğe bakmaya  zaman bulamadı,matematiği yapmaya çalışanlarda Türkçeye zaman bulamadı  #matematik",,,,,['matematik']
Matematik Kafası,@matematikkafa,2021-06-26T17:41:01.000Z,Yks #matematik soruları..,,,3,11,['matematik']
İmaginePerest,@Teache_rr,2021-06-26T17:37:53.000Z,Yeni nesil sorular favorim. #matematik,,,,,['matematik']
Gökmen İnce®,@ulangokmen,2021-06-26T17:37:49.000Z,Matematik netlerim doğu Perinçekin oy yüzdesiyle aynı #yks2021 #matematik,,,,6,"['yks2021', 'matematik']"
TURAN ELLER,@kirmikow16,2021-06-26T17:37:45.000Z,"#matematik
#kolaydı
Özlem Tekin
#izmir 

Bu insanların içinde 1 Tane Kedi var.
1 Dak.içinde bulursan.
Sen Normal değilsin.

Rt Lütfen",,,,3,"['matematik', 'kolaydı', 'izmir']"
İmaginePerest,@Teache_rr,2021-06-26T17:37:28.000Z,Ne zaman kolay oldu ki? #matematik,,,,,['matematik']
Zeynep,@zeynepoozs,2021-06-26T17:37:15.000Z,Sınıftaki insanların optiğindeki matematik bölümünde 5ten fazla işaretlenmiş soru yoktu ÇDMDÇDNDÖDMDM #matematik,,,,,['matematik']
Lise Matematik,@lisematkafa,2021-06-26T17:37:02.000Z,#matematik,"Quote Tweet
Matematik Kafası
@matematikkafa
 · Jun 26
Defterin tanesini 3 liradan alıp 5 liraya satan bir satıcı kaç tane satarsa 30 lira kar eder?

Sorunun tamamı için;
https://youtu.be/FzAcs3Kmmdk",,,,['matematik']
Lise Matematik,@lisematkafa,2021-06-26T17:36:55.000Z,#matematik,"Quote Tweet
Matematik Kafası
@matematikkafa
 · Jun 26
Matematik işte..",,,,['matematik']
Aslan,@100Aslan,2021-06-26T17:36:36.000Z,"https://diyarbakirhaberi.com/diyarbakir-buyuksehir-belediyesi-fiskaya-selalesi-yeniden-akmaya-basladi/6667…
#kolaydı #izmir #tyt2021 #Pride2021 #matematik","Diyarbakır Büyükşehir Belediyesi: Fiskaya Şelalesi yeniden akmaya başladı
Diyarbakır Büyükşehir Belediyesi: Fiskaya Şelalesi yeniden akmaya başladı
diyarbakirhaberi.com",,,,"['kolaydı', 'izmir', 'tyt2021', 'Pride2021', 'matematik']"
Kitap Ayracı Adana,@KitapAyraci01,2021-06-26T17:36:21.000Z,"İki sınav arası araftayım 

#matematik
#tyt2021
#yks21
#YKS
#kolaydı
#yks2021tayfa
#cumartesi",,1,1,7,"['matematik', 'tyt2021', 'yks21', 'YKS', 'kolaydı', 'yks2021tayfa', 'cumartesi']"
MahmutAkbaba,@MAHMUTAKBABA203,2021-06-26T17:35:39.000Z,"YKS nin acilimi Yuksek Kurumlar Sinavi
 #matematik",,,,,['matematik']
Pantolon Kemeri,@PKemeri,2021-06-26T17:33:17.000Z,"Mezuna kalırsanız da üzülmeyin üniversiteler kapalı ve açılmayacak kısacası kampüsten fotoğraf atıp moralinizi bozacak arkadaşlarınız olmayacak. Yks çalışılan masa da vize finale gireceksiniz..
 #matematik",,,,,['matematik']
hande kavaklı,@Hande_kavakli,2021-06-26T17:33:06.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir #kolaydı 
#Pride2021
#tyt2021 Alper Yılmaz
#KanalİstanbulKazananTürkiye
#matematik
#ödemeyeceğiz
Türkçe tele1 TV Söke Söke
Faruk Caner Erkin
#ÖğrtErkenSeçimDiyor
#AliKoç Danimarka Kürdistan Urfa mis sokak'ta","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'kolaydı', 'Pride2021', 'tyt2021', 'KanalİstanbulKazananTürkiye', 'matematik', 'ödemeyeceğiz', 'ÖğrtErkenSeçimDiyor', 'AliKoç']"
